sentences_original,sen_values,label,lemmatized_tokens
strange occurrences build in the mind of the viewer and take on extreme urgency ,0.72222,pos,"['strange', 'occurrence', 'build', 'in', 'the', 'mind', 'of', 'the', 'viewer', 'and', 'take', 'on', 'extreme', 'urgency']"
has a certain ghoulish fascination and generates a fair amount of b movie excitement ,0.68056,pos,"['ha', 'a', 'certain', 'ghoulish', 'fascination', 'and', 'generates', 'a', 'fair', 'amount', 'of', 'b', 'movie', 'excitement']"
familiar but utterly delightful ,0.63889,pos,"['familiar', 'but', 'utterly', 'delightful']"
a fascinating dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction ,0.76389,pos,"['a', 'fascinating', 'dark', 'thriller', 'that', 'keep', 'you', 'hooked', 'on', 'the', 'delicious', 'pulpiness', 'of', 'it', 'lurid', 'fiction']"
the film aims to be funny uplifting and moving sometimes all at once ,0.69444,pos,"['the', 'film', 'aim', 'to', 'be', 'funny', 'uplifting', 'and', 'moving', 'sometimes', 'all', 'at', 'once']"
the extent to which it succeeds is impressive ,0.77778,pos,"['the', 'extent', 'to', 'which', 'it', 'succeeds', 'is', 'impressive']"
the film brilliantly shines on all the characters as the direction is intelligently accomplished ,0.9166700000000001,pos,"['the', 'film', 'brilliantly', 'shine', 'on', 'all', 'the', 'character', 'a', 'the', 'direction', 'is', 'intelligently', 'accomplished']"
while not for every taste this often very funny collegiate gross out comedy goes a long way toward restoring the luster of the national lampoon film franchise too long reduced to direct to video irrelevancy ,0.70833,pos,"['while', 'not', 'for', 'every', 'taste', 'this', 'often', 'very', 'funny', 'collegiate', 'gross', 'out', 'comedy', 'go', 'a', 'long', 'way', 'toward', 'restoring', 'the', 'luster', 'of', 'the', 'national', 'lampoon', 'film', 'franchise', 'too', 'long', 'reduced', 'to', 'direct', 'to', 'video', 'irrelevancy']"
as broad and cartoonish as the screenplay is there is an accuracy of observation in the work of the director frank novak that keeps the film grounded in an undeniable social realism ,0.79167,pos,"['a', 'broad', 'and', 'cartoonish', 'a', 'the', 'screenplay', 'is', 'there', 'is', 'an', 'accuracy', 'of', 'observation', 'in', 'the', 'work', 'of', 'the', 'director', 'frank', 'novak', 'that', 'keep', 'the', 'film', 'grounded', 'in', 'an', 'undeniable', 'social', 'realism']"
in addition to hoffman s powerful acting clinic this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt or will feel someday ,0.88889,pos,"['in', 'addition', 'to', 'hoffman', 's', 'powerful', 'acting', 'clinic', 'this', 'is', 'that', 'rare', 'drama', 'that', 'offer', 'a', 'thoughtful', 'and', 'rewarding', 'glimpse', 'into', 'the', 'sort', 'of', 'heartache', 'everyone', 'ha', 'felt', 'or', 'will', 'feel', 'someday']"
jeffrey tambor s performance as the intelligent jazz playing exterminator is oscar worthy ,1.0,pos,"['jeffrey', 'tambor', 's', 'performance', 'a', 'the', 'intelligent', 'jazz', 'playing', 'exterminator', 'is', 'oscar', 'worthy']"
from the opening strains of the average white band s pick up the pieces you can feel the love ,0.66667,pos,"['from', 'the', 'opening', 'strain', 'of', 'the', 'average', 'white', 'band', 's', 'pick', 'up', 'the', 'piece', 'you', 'can', 'feel', 'the', 'love']"
stevens vibrant creative instincts are the difference between this and countless other flicks about guys and dolls ,0.73611,pos,"['stevens', 'vibrant', 'creative', 'instinct', 'are', 'the', 'difference', 'between', 'this', 'and', 'countless', 'other', 'flick', 'about', 'guy', 'and', 'doll']"
that it ll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,0.66667,pos,"['that', 'it', 'll', 'probably', 'be', 'the', 'best', 'and', 'most', 'mature', 'comedy', 'of', 'the', '2002', 'summer', 'season', 'speaks', 'more', 'of', 'the', 'season', 'than', 'the', 'picture']"
old people will love this movie and i mean that in the nicest possible way last orders will touch the heart of anyone old enough to have earned a 50 year friendship ,0.51389,neutral,"['old', 'people', 'will', 'love', 'this', 'movie', 'and', 'i', 'mean', 'that', 'in', 'the', 'nicest', 'possible', 'way', 'last', 'order', 'will', 'touch', 'the', 'heart', 'of', 'anyone', 'old', 'enough', 'to', 'have', 'earned', 'a', '50', 'year', 'friendship']"
meyjes provocative film might be called an example of the haphazardness of evil ,0.66667,pos,"['meyjes', 'provocative', 'film', 'might', 'be', 'called', 'an', 'example', 'of', 'the', 'haphazardness', 'of', 'evil']"
tian emphasizes the isolation of these characters by confining color to liyan s backyard ,0.55556,neutral,"['tian', 'emphasizes', 'the', 'isolation', 'of', 'these', 'character', 'by', 'confining', 'color', 'to', 'liyan', 's', 'backyard']"
the movie is pretty funny now and then without in any way demeaning its subjects ,0.76389,pos,"['the', 'movie', 'is', 'pretty', 'funny', 'now', 'and', 'then', 'without', 'in', 'any', 'way', 'demeaning', 'it', 'subject']"
imagine a scenario where bergman approaches swedish fatalism using gary larson s far side humor,0.61111,pos,"['imagine', 'a', 'scenario', 'where', 'bergman', 'approach', 'swedish', 'fatalism', 'using', 'gary', 'larson', 's', 'far', 'side', 'humor']"
too damn weird to pass up and for the blacklight crowd way cheaper and better than pink floyd tickets ,0.76389,pos,"['too', 'damn', 'weird', 'to', 'pas', 'up', 'and', 'for', 'the', 'blacklight', 'crowd', 'way', 'cheaper', 'and', 'better', 'than', 'pink', 'floyd', 'ticket']"
it is most remarkable not because of its epic scope but because of the startling intimacy it achieves despite that breadth ,0.9166700000000001,pos,"['it', 'is', 'most', 'remarkable', 'not', 'because', 'of', 'it', 'epic', 'scope', 'but', 'because', 'of', 'the', 'startling', 'intimacy', 'it', 'achieves', 'despite', 'that', 'breadth']"
it s not a great monster movie ,0.23611,neg,"['it', 's', 'not', 'a', 'great', 'monster', 'movie']"
but if you ve paid a matinee price and bought a big tub of popcorn there s guilty fun to be had here ,0.47222,neutral,"['but', 'if', 'you', 've', 'paid', 'a', 'matinee', 'price', 'and', 'bought', 'a', 'big', 'tub', 'of', 'popcorn', 'there', 's', 'guilty', 'fun', 'to', 'be', 'had', 'here']"
chomp chomp ,0.5,neutral,"['chomp', 'chomp']"
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies but the film suffers from its own difficulties ,0.58333,neutral,"['the', 'grey', 'zone', 'give', 'voice', 'to', 'a', 'story', 'that', 'need', 'to', 'be', 'heard', 'in', 'the', 'sea', 'of', 'holocaust', 'movie', 'but', 'the', 'film', 'suffers', 'from', 'it', 'own', 'difficulty']"
others more attuned to the anarchist maxim that the urge to destroy is also a creative urge or more willing to see with their own eyes will find morrison s iconoclastic uses of technology to be liberating ,0.8333299999999999,pos,"['others', 'more', 'attuned', 'to', 'the', 'anarchist', 'maxim', 'that', 'the', 'urge', 'to', 'destroy', 'is', 'also', 'a', 'creative', 'urge', 'or', 'more', 'willing', 'to', 'see', 'with', 'their', 'own', 'eye', 'will', 'find', 'morrison', 's', 'iconoclastic', 'us', 'of', 'technology', 'to', 'be', 'liberating']"
miller tells this very compelling tale with little fuss or noise expertly plucking tension from quiet ,0.70833,pos,"['miller', 'tell', 'this', 'very', 'compelling', 'tale', 'with', 'little', 'fuss', 'or', 'noise', 'expertly', 'plucking', 'tension', 'from', 'quiet']"
time out is existential drama without any of the pretension associated with the term ,0.69444,pos,"['time', 'out', 'is', 'existential', 'drama', 'without', 'any', 'of', 'the', 'pretension', 'associated', 'with', 'the', 'term']"
it s a sweet laugh a minute crowd pleaser that lifts your spirits as well as the corners of your mouth ,0.70833,pos,"['it', 's', 'a', 'sweet', 'laugh', 'a', 'minute', 'crowd', 'pleaser', 'that', 'lift', 'your', 'spirit', 'a', 'well', 'a', 'the', 'corner', 'of', 'your', 'mouth']"
writer director alexander payne election and his co writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing ,0.75,pos,"['writer', 'director', 'alexander', 'payne', 'election', 'and', 'his', 'co', 'writer', 'jim', 'taylor', 'brilliantly', 'employ', 'their', 'quirky', 'and', 'fearless', 'ability', 'to', 'look', 'american', 'angst', 'in', 'the', 'eye', 'and', 'end', 'up', 'laughing']"
a movie that at its best does n t just make the most out of its characters flaws but insists on the virtue of imperfection ,0.59722,neutral,"['a', 'movie', 'that', 'at', 'it', 'best', 'doe', 'n', 't', 'just', 'make', 'the', 'most', 'out', 'of', 'it', 'character', 'flaw', 'but', 'insists', 'on', 'the', 'virtue', 'of', 'imperfection']"
it s tough to watch but it s a fantastic movie ,0.80556,pos,"['it', 's', 'tough', 'to', 'watch', 'but', 'it', 's', 'a', 'fantastic', 'movie']"
the best animated feature to hit theaters since beauty and the beast 11 years ago ,0.8333299999999999,pos,"['the', 'best', 'animated', 'feature', 'to', 'hit', 'theater', 'since', 'beauty', 'and', 'the', 'beast', '11', 'year', 'ago']"
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera s attention to detail ,0.69444,pos,"['what', 'save', 'this', 'deeply', 'affecting', 'film', 'from', 'being', 'merely', 'a', 'collection', 'of', 'wrenching', 'case', 'is', 'corcuera', 's', 'attention', 'to', 'detail']"
pacino is the best he s been in years and keener is marvelous ,0.88889,pos,"['pacino', 'is', 'the', 'best', 'he', 's', 'been', 'in', 'year', 'and', 'keener', 'is', 'marvelous']"
a solid spooky entertainment worthy of the price of a ticket ,0.75,pos,"['a', 'solid', 'spooky', 'entertainment', 'worthy', 'of', 'the', 'price', 'of', 'a', 'ticket']"
by turns fanciful grisly and engagingly quixotic ,0.69444,pos,"['by', 'turn', 'fanciful', 'grisly', 'and', 'engagingly', 'quixotic']"
 very funny very enjoyable ,0.9166700000000001,pos,"['very', 'funny', 'very', 'enjoyable']"
adaptation is intricately constructed and in a strange way nails all of orlean s themes without being a true adaptation of her book ,0.63889,pos,"['adaptation', 'is', 'intricately', 'constructed', 'and', 'in', 'a', 'strange', 'way', 'nail', 'all', 'of', 'orlean', 's', 'theme', 'without', 'being', 'a', 'true', 'adaptation', 'of', 'her', 'book']"
so purely enjoyable that you might not even notice it s a fairly straightforward remake of hollywood comedies such as father of the bride ,0.79167,pos,"['so', 'purely', 'enjoyable', 'that', 'you', 'might', 'not', 'even', 'notice', 'it', 's', 'a', 'fairly', 'straightforward', 'remake', 'of', 'hollywood', 'comedy', 'such', 'a', 'father', 'of', 'the', 'bride']"
moonlight mile gives itself the freedom to feel contradictory things ,0.79167,pos,"['moonlight', 'mile', 'give', 'itself', 'the', 'freedom', 'to', 'feel', 'contradictory', 'thing']"
it is sentimental but feels free to offend is analytical and then surrenders to the illogic of its characters is about grief and yet permits laughter ,0.80556,pos,"['it', 'is', 'sentimental', 'but', 'feel', 'free', 'to', 'offend', 'is', 'analytical', 'and', 'then', 'surrender', 'to', 'the', 'illogic', 'of', 'it', 'character', 'is', 'about', 'grief', 'and', 'yet', 'permit', 'laughter']"
the real triumphs in igby come from philippe who makes oliver far more interesting than the character s lines would suggest and sarandon who could n t be better as a cruel but weirdly likable wasp matron ,0.77778,pos,"['the', 'real', 'triumph', 'in', 'igby', 'come', 'from', 'philippe', 'who', 'make', 'oliver', 'far', 'more', 'interesting', 'than', 'the', 'character', 's', 'line', 'would', 'suggest', 'and', 'sarandon', 'who', 'could', 'n', 't', 'be', 'better', 'a', 'a', 'cruel', 'but', 'weirdly', 'likable', 'wasp', 'matron']"
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side ,0.63889,pos,"['robin', 'williams', 'ha', 'thankfully', 'ditched', 'the', 'saccharine', 'sentimentality', 'of', 'bicentennial', 'man', 'in', 'favour', 'of', 'an', 'altogether', 'darker', 'side']"
if you re willing to have fun with it you wo n t feel cheated by the high infidelity of unfaithful ,0.65278,pos,"['if', 'you', 're', 'willing', 'to', 'have', 'fun', 'with', 'it', 'you', 'wo', 'n', 't', 'feel', 'cheated', 'by', 'the', 'high', 'infidelity', 'of', 'unfaithful']"
australia land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place ,0.75,pos,"['australia', 'land', 'beyond', 'time', 'is', 'an', 'enjoyable', 'big', 'movie', 'primarily', 'because', 'australia', 'is', 'a', 'weirdly', 'beautiful', 'place']"
hoffman s performance is authentic to the core of his being ,0.73611,pos,"['hoffman', 's', 'performance', 'is', 'authentic', 'to', 'the', 'core', 'of', 'his', 'being']"
told just proficiently enough to trounce its overly comfortable trappings ,0.69444,pos,"['told', 'just', 'proficiently', 'enough', 'to', 'trounce', 'it', 'overly', 'comfortable', 'trapping']"
an enthralling aesthetic experience one that s steeped in mystery and a ravishing baroque beauty ,0.81944,pos,"['an', 'enthralling', 'aesthetic', 'experience', 'one', 'that', 's', 'steeped', 'in', 'mystery', 'and', 'a', 'ravishing', 'baroque', 'beauty']"
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths ,0.8333299999999999,pos,"['the', 'quirky', 'drama', 'touch', 'the', 'heart', 'and', 'the', 'funnybone', 'thanks', 'to', 'the', 'energetic', 'and', 'always', 'surprising', 'performance', 'by', 'rachel', 'griffith']"
a captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age ,0.81944,pos,"['a', 'captivating', 'coming', 'of', 'age', 'story', 'that', 'may', 'also', 'be', 'the', 'first', 'narrative', 'film', 'to', 'be', 'truly', 'informed', 'by', 'the', 'wireless', 'age']"
what could have been a daytime soap opera is actually a compelling look at a young woman s tragic odyssey ,0.75,pos,"['what', 'could', 'have', 'been', 'a', 'daytime', 'soap', 'opera', 'is', 'actually', 'a', 'compelling', 'look', 'at', 'a', 'young', 'woman', 's', 'tragic', 'odyssey']"
duvall is strong as always ,0.81944,pos,"['duvall', 'is', 'strong', 'a', 'always']"
a no holds barred cinematic treat ,0.81944,pos,"['a', 'no', 'hold', 'barred', 'cinematic', 'treat']"
you d have to be a most hard hearted person not to be moved by this drama ,0.61111,pos,"['you', 'd', 'have', 'to', 'be', 'a', 'most', 'hard', 'hearted', 'person', 'not', 'to', 'be', 'moved', 'by', 'this', 'drama']"
